ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	CATEGORY	SUBCATEGORY
72029	ø≠¡§¿« ∞°∏È	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	1	0	0	0	0	0	0	0	0
72030	ø≠¡§¿« ∞°∏È	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	1	0	0	0	0	0	0	0	0
72031	øÎΩ≈¿« ∞¯∞›	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	86	15	1800	0	0	0	0	0	0	0
72032	øÎΩ≈¿« ∞¯∞›	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	86	15	1800	0	0	0	0	0	0	0
72033	øÎΩ≈¿« ∞¯∞›	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	86	15	1800	0	0	0	0	0	0	0
72034	øÎΩ≈¿« πÊæÓ	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	65	15	1800	0	0	0	0	0	0	0
72035	øÎΩ≈¿« πÊæÓ	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	65	15	1800	0	0	0	0	0	0	0
72036	øÎΩ≈¿« πÊæÓ	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	65	15	1800	0	0	0	0	0	0	0
72037	øÎΩ≈¿« ª˝∏Ì	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	69	20	1800	0	0	0	0	0	0	0
72038	øÎΩ≈¿« ª˝∏Ì	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	69	20	1800	0	0	0	0	0	0	0
72039	øÎΩ≈¿« ª˝∏Ì	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	69	20	1800	0	0	0	0	0	0	0
72040	øÎΩ≈¿« ¡ˆ¥…	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	70	20	1800	0	0	0	0	0	0	0
72041	øÎΩ≈¿« ¡ˆ¥…	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	70	20	1800	0	0	0	0	0	0	0
72042	øÎΩ≈¿« ¡ˆ¥…	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	70	20	1800	0	0	0	0	0	0	0
72043	¿∞µµ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	15	0	0	0	0	0	0	0	0	0	0
72044	¿∞µµ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	0	0	0	0	0	0	0	0	0	0
72045	¿∞µµ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0	0	0
72046	≈©∏Æ∆ºƒ√¿« ¿Â	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	15	10	600	0	0	0	0	0	0	0
72047	≈©∏Æ∆ºƒ√¿« ¿Â	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	15	10	600	0	0	0	0	0	0	0
72048	≈©∏Æ∆ºƒ√¿« ¿Â	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	15	10	600	0	0	0	0	0	0	0
72049	∞Ê«Ë¿« π›¡ˆ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1800	0	0	0	0	0	0	0	0	0	0
72050	∞Ê«Ë¿« π›¡ˆ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3600	0	0	0	0	0	0	0	0	0	0
72301	√‡∫π¿« º≠	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
72302	¿∞µµ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0	11	0
72303	∞Ê«Ë¿«π›¡ˆ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_SELL | ANTI_STACK | ANTI_MYSHOP	CONFIRM_WHEN_USE | LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60	0	0	0	0	0	0	0	0	11	0
72304	√‡∫π¿« ±∏ΩΩ	ITEM_USE	USE_ADD_ATTRIBUTE2	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
72305	ªÁ∂Û¡¸¿« º’∞≈øÔ	ITEM_USE	USE_INVISIBILITY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	180	0	0	0	0	0	0	0	0	0
72306	π´±‚¿Â¿« ∏ﬁ∏	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	4	0	0	0	0	0	0	0	0	0
72307	π´±‚¿Â¿« ∫Ò¿¸º≠	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	5	0	0	0	0	0	0	0	0	0
72308	∏∏≥‚«—√∂	ITEM_SPECIAL	SPECIAL_MAP	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
72309	æﬂ∞¯¿« ∫Ò¿¸º≠	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0	0	0
72310	¡÷æ»º˙º≠	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	513	0	0	536870911	0	0	0	0	0	0	0
72311	øÎΩ≈¿« »Ø	ITEM_USE	USE_POTION_NODELAY	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	100	100	0	0	0	0	0	0
72312	øÎΩ≈¿« ∞¯∞›	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	86	20	1800	0	0	0	0	0	0	0
72313	øÎΩ≈¿« πÊæÓ	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	65	20	1800	0	0	0	0	0	0	0
72314	øÎΩ≈¿« √‡∫πº≠	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG | STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0	0	0
72319	¿Œ∫•≈‰∏Æ»Æ¿Â±«	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	12	7
72320	¿Œ∫•≈‰∏Æ»Æ¿Â±«(±Õº”)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
72321	∫Òπ–¿« π›¡ˆ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	1296000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0
72501	∞Ê«Ë¿« π›¡ˆ(PCπÊøÎ)	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	PC_BANG	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	75	30	72000	0	0	0	0	0	0	0
72502	µµµœ¿« ¿Â∞©(PCπÊøÎ)	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	PC_BANG	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	76	50	72000	0	0	0	0	0	0	0
72701	πŸ∂˜¿« Ω≈πﬂ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	30	APPLY_NONE	0	APPLY_NONE	0	1800	0	0	0	0	0	0	0	0	0	0
72702	πŸ∂˜¿« Ω≈πﬂ+	ITEM_UNIQUE	UNIQUE_NONE	1	NONE	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MOV_SPEED	60	APPLY_NONE	0	APPLY_NONE	0	3000	0	0	0	0	0	0	0	0	11	0
72703	»£∞¢ ±Õ∞…¿Ã	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0	0	0
72704	øÎ∞¢ ±Õ∞…¿Ã	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0	0	0
72705	»£∞¢ ∆»¬Ó	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	15	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0	0	0
72706	øÎ∞¢ ∆»¬Ó	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	15	APPLY_NONE	0	APPLY_NONE	0	120	0	0	0	0	0	0	0	0	0	0
72709	»£∞¢ ±Õ∞…¿Ã	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_ATT_GRADE_BONUS	200	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0	0	0
72710	øÎ∞¢ ±Õ∞…¿Ã	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_DEF_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0	0	0
72711	»£∞¢ ∆»¬Ó	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	30	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0	0	0
72712	øÎ∞¢ ∆»¬Ó	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DEFEND_BONUS	30	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0	0	0
72723	»≠∑Ê¿« √‡∫π(º“)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000000	0	0	0	0	0	0	0	0	0	0
72724	»≠∑Ê¿« √‡∫π(¡ﬂ)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3000000	0	0	0	0	0	0	0	0	0	0
72725	»≠∑Ê¿« √‡∫π(¥Î)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7000000	0	0	0	0	0	0	0	0	0	0
72726	»≠∑Ê¿« √‡∫π(Ω∫∆‰º»)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10000000	0	0	0	0	0	0	0	0	6	0
72727	ºˆ∑Ê¿« √‡∫π(º“)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100000	0	0	0	0	0	0	0	0	0	0
72728	ºˆ∑Ê¿« √‡∫π(¡ﬂ)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	300000	0	0	0	0	0	0	0	0	0	0
72729	ºˆ∑Ê¿« √‡∫π(¥Î)	ITEM_USE	USE_SPECIAL	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	700000	0	0	0	0	0	0	0	0	0	0
72730	ºˆ∑Ê¿« √‡∫π(Ω∫∆‰º»)	ITEM_USE	USE_SPECIAL	1	NONE	ITEM_STACKABLE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1000000	0	0	0	0	0	0	0	0	6	0
73001	øÏºˆø° ¬˘ ºÙƒ∆(∫”¿∫ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	21	0	0	0	0	0	9	2
73002	øÏºˆø° ¬˘ ºÙƒ∆(ø¨∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	22	0	0	0	0	0	9	2
73003	øÏºˆø° ¬˘ ºÙƒ∆(«œ¥√ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	0	0	0	0	0	9	2
73004	øÏºˆø° ¬˘ ºÙƒ∆(∞•ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	15	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	24	0	0	0	0	0	9	2
73005	¥œ∆ÆπÍµÂ(∫”¿∫ªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	31	0	0	0	0	0	9	2
73006	¥œ∆ÆπÍµÂ(√º≈©π´¥Ã)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	32	0	0	0	0	0	9	2
73007	¥œ∆ÆπÍµÂ(∆ƒ∂ıªˆ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	33	0	0	0	0	0	9	2
73008	¥œ∆ÆπÍµÂ(√ ∑œπÆæÁ)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	LOG	NONE	NONE	0	0	0	0	0	LEVEL	25	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	34	0	0	0	0	0	9	2
